name,type,country
Callerton,Village,England
Callestick,Hamlet,England
Calligarry,Hamlet,Scotland
Callington,Town,England
Calloose,Hamlet,England
Callow,Hamlet,England
Callow,Village,England
"Callow End",Village,England
"Callow Hill",Village,England
"Callow Hill","Suburban Area",England
"Callow Hill",Village,England
Callowside,"Suburban Area",England
Calmore,"Suburban Area",England
Calmsden,Hamlet,England
Calne,Town,England
Calow,Village,England
Calow,Village,England
Calrofold,Hamlet,England
Calshot,Village,England
Calstock,Village,England
"Calstone Wellington",Hamlet,England
Calthorpe,"Suburban Area",England
Calthorpe,Village,England
"Calthorpe Street",Hamlet,England
Calthwaite,Village,England
Calton,Hamlet,England
Calton,Village,England
Calton,"Suburban Area",Scotland
Calton,"Suburban Area",Scotland
Calton,"Suburban Area",Scotland
"Calton Lees",Hamlet,England
Calveley,Village,England
Calver,Village,England
"Calver Hill",Hamlet,England
"Calver Low","Suburban Area",England
"Calver Sough","Suburban Area",England
Calverhall,Village,England
Calverleigh,Hamlet,England
Calverley,Village,England
Calvert,Village,England
Calverton,Village,England
Calverton,Village,England
Calvine,Hamlet,Scotland
"Calving Close Copse","Suburban Area",England
Calvo,Hamlet,England
Calzeat,Hamlet,Scotland
Cam,Village,England
Camaghael,Hamlet,Scotland
Camas-longart,Hamlet,Scotland
Camas-luinie,Hamlet,Scotland
Camb,Village,Scotland
Camber,Village,England
Camberley,Town,England
Camberwell,"Other Settlement",England
Camblesforth,Village,England
Cambo,Village,England
Cambois,Village,England
Camborne,Town,England
Cambourne,Village,England
Cambridge,"Suburban Area",England
Cambridge,Village,England
Cambridge,City,England
"Cambridge Batch",Village,England
"Cambridge Town","Suburban Area",England
Cambrose,Hamlet,England
Cambus,Village,Scotland
"Cambus O'May",Hamlet,Scotland
Cambusbarron,Village,Scotland
Cambuskenneth,Village,Scotland
Cambuslang,"Other Settlement",Scotland
Cambusnethan,"Suburban Area",Scotland
"Camden Park","Suburban Area",England
"Camden Town","Other Settlement",England
Camdentown,"Suburban Area",England
"Camel Hill",Hamlet,England
"Camel's Head","Suburban Area",England
Cameley,Hamlet,England
Camelford,Town,England
Camelon,Village,Scotland
Camelsdale,"Suburban Area",England
"Camer's Green",Hamlet,England
Camerory,"Other Settlement",Scotland
Camerton,Village,England
Camerton,Village,England
Camerton,Village,England
Camlachie,"Suburban Area",Scotland
Cammachmore,Village,Scotland
Cammeringham,Village,England
Cammo,"Suburban Area",Scotland
Camore,Village,Scotland
"Camp Close","Suburban Area",England
"Camp Field","Suburban Area",England
"Camp Hill","Suburban Area",England
"Camp Hill","Suburban Area",England
"Camp Hill","Suburban Area",England
"Camp Hill",Hamlet,Wales
"Camp Town","Suburban Area",England
"Campbell Park","Suburban Area",England
"Campbell Park","Suburban Area",England
Campbeltown,Town,Scotland
Camperdown,"Suburban Area",England
Cample,Hamlet,Scotland
Campmuir,Hamlet,Scotland
Camps,"Other Settlement",Scotland
"Camps End",Hamlet,England
"Camps Heath",Hamlet,England
Campsall,Village,England
"Campsea Ashe",Village,England
Campton,Village,England
Camptown,Hamlet,Scotland
Camrose,Village,Wales
Camserney,Village,Scotland
"Camus Croise",Village,Scotland
"Camus Inas",Hamlet,Scotland
Camusnagaul,Hamlet,Scotland
Camusnagaul,"Other Settlement",Scotland
Camusterrach,Hamlet,Scotland
Camustianavaig,Hamlet,Scotland
Camustiel,Village,Scotland
Camusvrachan,"Other Settlement",Scotland
Canada,"Suburban Area",England
Canada,Village,England
"Canada Common",Village,England
"Canal Foot","Suburban Area",England
"Canal Head","Suburban Area",England
"Candle Street",Hamlet,England
Candlesby,Village,England
"Candy Mill",Hamlet,Scotland
"Cane End",Hamlet,England
Caneheath,Hamlet,England
Canewdon,Village,England
"Canford Bottom","Suburban Area",England
"Canford Cliffs","Suburban Area",England
"Canford Heath","Suburban Area",England
"Canford Magna",Village,England
"Canham's Green",Hamlet,England
Canisbay,Village,Scotland
Canisland,Village,Wales
Canklow,"Suburban Area",England
Canley,"Suburban Area",England
"Canley Gardens","Suburban Area",England
Cann,Village,England
"Cann Common",Village,England
"Cannard's Grave",Village,England
Cannich,Village,Scotland
"Canning Town","Suburban Area",England
Cannington,Village,England
Cannock,Town,England
"Cannock Wood",Village,England
"Cannon Hill","Suburban Area",England
"Cannon's Green",Hamlet,England
Cannygates,Hamlet,Scotland
"Canon Bridge",Hamlet,England
"Canon Frome",Village,England
"Canon Pyon",Village,England
"Canon's Marsh","Suburban Area",England
"Canon's Town",Village,England
Canonbie,Village,Scotland
Canonbury,"Suburban Area",England
Canongate,"Suburban Area",Scotland
Canonmills,"Suburban Area",Scotland
"Canons Ashby",Hamlet,England
"Canons Park","Suburban Area",England
Canterbury,City,England
Cantley,"Suburban Area",England
Cantley,Village,England
"Cantley Corner",Hamlet,England
Cantlop,"Other Settlement",England
Canton,"Suburban Area",Wales
Cantray,"Other Settlement",Scotland
Cantraywood,"Other Settlement",Scotland
Cantref,"Suburban Area",Wales
Cantsfield,Hamlet,England
"Canvey Island",Town,England
"Canvey Village","Suburban Area",England
Canwick,Village,England
Canworthy,Hamlet,England
"Canworthy Water",Village,England
Caol,Village,Scotland
"Caol Acain",Village,Scotland
"Caol Ila",Hamlet,Scotland
"Caol Loch Aillse",Village,Scotland
"Caol Reatha","Other Settlement",Scotland
Caolas,"Other Settlement",Scotland
"Caolas Scalpaigh",Hamlet,Scotland
"Caolas Stocinis",Hamlet,Scotland
Caolasnacon,"Other Settlement",Scotland
Caoles,"Other Settlement",Scotland
"Cape Hill","Suburban Area",England
Capel,Village,England
Capel,Hamlet,England
Capel,"Suburban Area",Wales
"Capel Bangor",Village,Wales
"Capel Betws Lleucu",Hamlet,Wales
"Capel Coch",Village,Wales
"Capel Cross",Hamlet,England
"Capel Curig",Village,Wales
"Capel Cynon",Hamlet,Wales
"Capel Dewi",Village,Wales
"Capel Dewi","Other Settlement",Wales
"Capel Dewi",Village,Wales
"Capel Garmon",Village,Wales
"Capel Gwyn",Hamlet,Wales
"Capel Hendre",Village,Wales
"Capel Isaac",Hamlet,Wales
"Capel Iwan",Village,Wales
"Capel Llanilltern",Village,Wales
"Capel Mawr",Hamlet,Wales
"Capel Newydd",Village,Wales
"Capel Parc",Hamlet,Wales
"Capel Sain Silin",Hamlet,Wales
"Capel Seion",Village,Wales
"Capel St Andrew",Hamlet,England
"Capel St Mary",Village,England
"Capel Tygwydd",Hamlet,Wales
"Capel Uchaf",Hamlet,Wales
"Capel Vicar","Other Settlement",Wales
Capel-Gwynfe,Hamlet,Wales
Capel-le-Ferne,Village,England
Capel-y-Groes,"Other Settlement",Wales
Capel-y-ffin,Hamlet,Wales
Capel-y-graig,Hamlet,Wales
Capelulo,Village,Wales
Capenhurst,Village,England
Capernwray,Village,England
Capheaton,Hamlet,England
Capland,Hamlet,England
"Capon's Green",Hamlet,England
Cappercleuch,Hamlet,Scotland
Caprington,"Suburban Area",Scotland
Capstone,Hamlet,England
Capton,Hamlet,England
Capton,Hamlet,England
Caputh,Village,Scotland
"Car Colston",Village,England
"Caradon Town",Hamlet,England
Carbis,Hamlet,England
"Carbis Bay",Village,England
Carbost,"Other Settlement",Scotland
Carbost,Hamlet,Scotland
Carbostmore,"Suburban Area",Scotland
Carbrain,"Suburban Area",Scotland
Carbrook,"Suburban Area",England
Carbrooke,Village,England
Carburton,"Other Settlement",England
Carclaze,"Suburban Area",England
Carclew,Hamlet,England
Carcroft,"Suburban Area",England
"Carcroft Common","Suburban Area",England
Cardenden,Village,Scotland
Cardeston,Hamlet,England
Cardew,Hamlet,England
Cardewlees,"Other Settlement",England
Cardhu,Village,Scotland
Cardiff,City,Wales
"Cardinal's Green",Hamlet,England
Cardington,Village,England
Cardington,Village,England
Cardinham,Village,England
Cardonald,"Suburban Area",Scotland
"Cardrona Village",Village,Scotland
Cardross,Village,Scotland
Cardurnock,Hamlet,England
"Cardwell Bay","Suburban Area",Scotland
Careby,Village,England
Careston,Village,Scotland
"Carew Cheriton",Hamlet,Wales
"Carew Mountain",Hamlet,Wales
"Carew Newton",Hamlet,Wales
Carey,Hamlet,England
"Carey Park",Village,England
Carfin,"Suburban Area",Scotland
Carfury,Hamlet,England
Cargate,Hamlet,England
"Cargate Common",Hamlet,England
Cargenbridge,Village,Scotland
Cargill,Hamlet,Scotland
Cargo,Village,England
Cargreen,Village,England
Carham,Hamlet,England
Carhampton,Village,England
Carharrack,Village,England
Carie,"Other Settlement",Scotland
Caring,Hamlet,England
Carisbrooke,"Suburban Area",England
Cark,Village,England
Carkeel,Village,England
"Carland Cross",Hamlet,England
Carlbury,Hamlet,England
Carlby,Village,England
Carlecotes,Village,England
Carleen,Village,England
Carleton,Hamlet,England
Carleton,"Suburban Area",England
Carleton,Village,England
Carleton,Village,England
Carleton,"Suburban Area",England
"Carleton Forehoe",Hamlet,England
"Carleton Rode",Village,England
"Carleton St Peter",Hamlet,England
Carleton-in-Craven,Village,England
"Carley Hill","Suburban Area",England
"Carlin How",Village,England
Carlingcott,Village,England
Carlinghow,"Suburban Area",England
Carlisle,City,England
Carloggas,"Other Settlement",England
Carloggas,Village,England
Carlops,Village,Scotland
Carloway,Village,Scotland
Carlton,Hamlet,England
Carlton,Village,England
Carlton,Village,England
Carlton,Village,England
Carlton,Village,England
Carlton,Village,England
Carlton,Hamlet,England
Carlton,Village,England
Carlton,"Other Settlement",England
Carlton,Village,England
Carlton,Village,England
Carlton,Village,England
"Carlton Ashes",Hamlet,England
"Carlton Colville","Suburban Area",England
"Carlton Curlieu",Hamlet,England
"Carlton Forest","Other Settlement",England
"Carlton Green",Hamlet,England
"Carlton Husthwaite",Village,England
"Carlton Miniott",Village,England
"Carlton Scroop",Village,England
"Carlton in Cleveland",Village,England
"Carlton in Lindrick",Village,England
Carlton-le-Moorland,Village,England
Carlton-on-Trent,Village,England
Carluddon,Hamlet,England
Carluke,Town,Scotland
"Carlyon Bay",Village,England
Carmel,Village,Wales
Carmel,Village,Wales
Carmel,"Suburban Area",Wales
Carmel,Village,Wales
Carmeltown,"Suburban Area",Wales
Carmichael,Hamlet,Scotland
Carmountside,"Suburban Area",England
Carmuirs,"Suburban Area",Scotland
Carmunnock,Village,Scotland
Carmyle,"Suburban Area",Scotland
Carmyllie,"Other Settlement",Scotland
"Carn Brea Village",Village,England
"Carn Towan",Village,England
Carn-gorm,Hamlet,Scotland
Carnaby,Village,England
Carnach,Hamlet,Scotland
Carnach,"Other Settlement",Scotland
Carnach,Hamlet,Scotland
Carnais,Hamlet,Scotland
Carnassarie,"Other Settlement",Scotland
Carnbee,Hamlet,Scotland
Carnbo,Hamlet,Scotland
Carnbroe,"Suburban Area",Scotland
Carne,Hamlet,England
Carne,Hamlet,England
Carnetown,"Suburban Area",Wales
Carnforth,Town,England
Carnglas,"Suburban Area",Wales
"Carnhedryn Uchaf",Hamlet,Wales
"Carnhell Green",Village,England
Carnkie,Village,England
Carnkie,Village,England
Carno,Village,Wales
Carnock,Village,Scotland
"Carnon Downs",Village,England
Carnousie,"Other Settlement",Scotland
Carnoustie,Town,Scotland
Carntyne,"Suburban Area",Scotland
Carnwadric,"Suburban Area",Scotland
Carnwath,Village,Scotland
Carnyorth,Hamlet,England
"Carol Green",Village,England
Carpalla,Village,England
"Carpenders Park","Suburban Area",England
Carpenters,Hamlet,England
Carperby,Village,England
Carr,"Suburban Area",England
Carr,Hamlet,England
Carr,Hamlet,England
Carr,"Suburban Area",Scotland
"Carr Bank",Village,England
"Carr Bank","Suburban Area",England
"Carr Crofts","Suburban Area",England
"Carr Cross",Village,England
"Carr End",Village,England
"Carr Hall","Suburban Area",England
"Carr Head","Suburban Area",England
"Carr Hill","Suburban Area",England
"Carr House Gate","Suburban Area",England
"Carr Mill","Suburban Area",England
"Carr Vale","Suburban Area",England
Carradale,Village,Scotland
Carragraich,"Other Settlement",Scotland
Carrbrook,"Suburban Area",England
Carreg-wen,Hamlet,Wales
Carreglefn,Village,Wales
Carriagehill,"Suburban Area",Scotland
"Carrick Castle",Village,Scotland
"Carrick Knowe","Suburban Area",Scotland
"Carrick Shore",Village,Scotland
Carrickstone,"Suburban Area",Scotland
Carriden,"Suburban Area",Scotland
Carrington,"Other Settlement",England
Carrington,"Suburban Area",England
Carrington,"Other Settlement",England
Carrington,Village,Scotland
Carrog,Village,Wales
Carron,Village,Scotland
Carron,Village,Scotland
Carronbridge,Village,Scotland
Carronshore,Village,Scotland
"Carrow Hill",Hamlet,Wales
"Carroway Head",Hamlet,England
Carrshield,Hamlet,England
Carrutherstown,Village,Scotland
Carrville,"Suburban Area",England
"Carry Bridge","Suburban Area",England
Carsaig,Hamlet,Scotland
"Carse of Bayfield",Hamlet,Scotland
Carsethorn,Village,Scotland
Carshalton,"Other Settlement",England
"Carshalton Beeches","Suburban Area",England
"Carshalton on the Hill","Suburban Area",England
Carsick,"Suburban Area",England
"Carsick Hill","Suburban Area",England
Carsie,Village,Scotland
Carsington,Village,England
Carsluith,Village,Scotland
Carsphairn,Village,Scotland
Carstairs,Village,Scotland
"Carstairs Junction",Village,Scotland
"Carswell Marsh",Hamlet,England
Cartbostbeg,"Suburban Area",Scotland
Cartbridge,"Suburban Area",England
"Carter Knowle","Suburban Area",England
"Carter's Clay",Village,England
"Carter's Corner","Suburban Area",England
"Carter's Hill",Hamlet,England
Carterspiece,Hamlet,England
Carterton,Town,England
"Carterway Heads",Hamlet,England
Carthew,Village,England
Carthorpe,Village,England
Cartington,Hamlet,England
Cartland,Village,Scotland
Cartledge,Village,England
Cartmel,Village,England
"Cartmel Fell",Hamlet,England
Cartsburn,"Suburban Area",Scotland
Cartsdyke,"Suburban Area",Scotland
Cartside,"Suburban Area",Scotland
"Carty Port",Hamlet,Scotland
Carwe,Village,Wales
Carwinley,Hamlet,England
"Cary Fitzpaine",Hamlet,England
Cas-Gwent,Town,Wales
Cas-blaidd,Village,Wales
Cascob,"Other Settlement",Wales
"Cashes Green","Suburban Area",England
Cashmoor,Hamlet,England
Caskieberran,"Suburban Area",Scotland
Casllwchwr,Town,Wales
Casmael,Village,Wales
Casmorys,Village,Wales
Casnewydd,City,Wales
Cassington,Village,England
Cassop,Village,England
Castallack,Hamlet,England
Castell,Hamlet,Wales
Castell,Hamlet,Wales
"Castell Caereinion",Village,Wales
Castell-newydd-bach,Village,Wales
Castell-paen,Village,Wales
"Castell-y-bŵch",Hamlet,Wales
Casterton,Village,England
Castle,Hamlet,England
"Castle Acre",Village,England
"Castle Ashby",Village,England
"Castle Bolton",Village,England
"Castle Bromwich","Suburban Area",England
"Castle Bytham",Village,England
"Castle Camps",Village,England
"Castle Carlton",Hamlet,England
"Castle Carrock",Village,England
"Castle Cary",Town,England
"Castle Combe",Village,England
"Castle Dene",Hamlet,England
"Castle Donington",Village,England
"Castle Douglas",Town,Scotland
"Castle Eaton",Village,England
"Castle Eden",Village,England
"Castle Fields","Suburban Area",England
"Castle Green","Suburban Area",England
"Castle Green","Suburban Area",England
"Castle Green",Village,England
"Castle Gresley",Village,England
"Castle Hall","Suburban Area",England
"Castle Hedingham",Village,England
"Castle Hill","Suburban Area",England
"Castle Hill",Hamlet,England
"Castle Hill","Suburban Area",England
"Castle Hill","Suburban Area",England
"Castle Hill",Hamlet,England
"Castle Hill",Village,England
"Castle Hill","Other Settlement",Scotland
"Castle Kennedy",Village,Scotland
"Castle O'er",Hamlet,Scotland
"Castle Park","Suburban Area",England
"Castle Park","Suburban Area",Wales
"Castle Rising",Village,England
"Castle Town",Village,England
"Castle Vale","Suburban Area",England
Castle-upon-Alun,"Other Settlement",Wales
"Castleblair Park","Suburban Area",Scotland
Castlebythe,"Other Settlement",Wales
Castlecary,"Suburban Area",Scotland
Castlecroft,"Suburban Area",England
Castledore,"Other Settlement",England
Castlefields,"Suburban Area",England
Castleford,Town,England
"Castleford Ings","Suburban Area",England
Castlegoff,Hamlet,England
Castlehill,"Other Settlement",Scotland
Castlehill,"Suburban Area",Scotland
Castlehill,"Suburban Area",Scotland
Castlelevington,Hamlet,England
Castleloan,"Suburban Area",Scotland
Castlemartin,Village,Wales
Castlemilk,"Suburban Area",Scotland
Castlemorton,Village,England
Castlerigg,Hamlet,England
Castleside,Village,England
Castlethorpe,Hamlet,England
Castlethorpe,Village,England
Castleton,Village,England
Castleton,"Suburban Area",England
Castleton,Village,England
Castleton,"Suburban Area",Scotland
Castleton,Village,Wales
"Castleton Park","Suburban Area",Wales
Castletown,"Suburban Area",England
Castletown,"Suburban Area",England
Castletown,Hamlet,England
Castletown,"Suburban Area",England
Castletown,"Suburban Area",England
Castletown,Village,Scotland
Castletump,Hamlet,England
Castley,Hamlet,England
"Castling's Heath",Hamlet,England
Caston,Village,England
Castor,Village,England
Caswell,Village,Wales
"Cat Hill",Hamlet,England
"Cat Tail","Other Settlement",England
"Cat's Common",Hamlet,England
"Cat's Corner",Hamlet,England
Catacol,Hamlet,Scotland
Catbrain,"Suburban Area",England
Catbrook,Village,Wales
"Catchems End","Suburban Area",England
Catchgate,"Suburban Area",England
Catcliffe,Village,England
Catcomb,"Other Settlement",England
Catcott,Village,England
Caterham,Town,England
Catfield,Village,England
Catfirth,Hamlet,Scotland
Catford,"Other Settlement",England
Catforth,Village,England
Cathays,"Suburban Area",Wales
"Cathays Park","Suburban Area",Wales
Cathcart,"Suburban Area",Scotland
Cathedine,Hamlet,Wales
"Catherine Cross","Suburban Area",England
"Catherine Slack",Village,England
Catherine-de-Barnes,Village,England
Catherington,Village,England
"Catherston Leweston",Village,England
Catherton,Hamlet,England
Cathiron,Hamlet,England
Cathkin,Village,Scotland
Catisfield,"Suburban Area",England
"Catley Lane Head",Hamlet,England
"Catley Southfield","Other Settlement",England
Catlodge,"Other Settlement",Scotland
Catlow,Hamlet,England
Catlowdy,Hamlet,England
"Catmere End",Hamlet,England
Catmore,"Other Settlement",England
Caton,Village,England
Caton,Hamlet,England
"Caton Green",Hamlet,England
Catrine,Village,Scotland
Catsfield,Village,England
"Catsfield Stream",Hamlet,England
Catsgore,Hamlet,England
Catshaw,Hamlet,England
Catshill,"Suburban Area",England
Catshill,Village,England
Catslip,Hamlet,England
Catstree,Hamlet,England
Cattal,Village,England
Cattawade,Village,England
Cattedown,"Suburban Area",England
Catterall,Village,England
Catteralslane,Hamlet,England
Catterick,Village,England
"Catterick Bridge",Hamlet,England
"Catterick Garrison","Other Settlement",England
Catterlen,Village,England
Catterline,Village,Scotland
Catterton,Hamlet,England
Catteshall,"Suburban Area",England
Catthorpe,Village,England
Cattishall,Hamlet,England
Cattistock,Village,England
Catton,Village,England
Catton,Hamlet,England
Catwick,Village,England
Catworth,Village,England
"Caudle Green",Hamlet,England
Caudworthy,"Other Settlement",England
Caulcott,Village,England
Caulcott,Village,England
Cauldcots,Hamlet,Scotland
Cauldhame,Hamlet,Scotland
Cauldhame,"Suburban Area",Scotland
Cauldon,Village,England
"Cauldon Lowe",Hamlet,England
Cauldwell,"Suburban Area",England
Cauldwells,Hamlet,Scotland
Caulkerbush,Hamlet,Scotland
Caulside,Hamlet,Scotland
"Caundle Marsh","Other Settlement",England
"Caundle Wake",Hamlet,England
Caunsall,Village,England
Caunton,Village,England
Causeway,"Suburban Area",England
"Causeway End",Village,England
"Causeway End",Hamlet,Scotland
"Causeway Foot","Suburban Area",England
"Causeway Green","Suburban Area",England
"Causeway Head","Suburban Area",England
Causewayhead,"Suburban Area",Scotland
Causewaywood,Hamlet,England
Causey,Hamlet,England
"Causey Park Bridge",Hamlet,England
Caute,Hamlet,England
Cautley,"Other Settlement",England
"Cavalier Hill","Suburban Area",England
Cavendish,Village,England
Cavenham,Village,England
Cavers,"Other Settlement",Scotland
Caversfield,Hamlet,England
Caversham,"Other Settlement",England
"Caversham Heights","Suburban Area",England
Caverswall,Village,England
Cawdor,Village,Scotland
Cawkwell,"Other Settlement",England
"Cawney Hill","Suburban Area",England
Cawood,Village,England
Cawsand,Village,England
Cawston,Village,England
Cawston,Village,England
Cawthorne,Village,England
Cawthorne,"Other Settlement",England
Cawthorpe,Hamlet,England
Cawton,Hamlet,England
Caxton,Village,England
"Cay Hill",Hamlet,England
Caynham,Village,England
Caythorpe,Village,England
Caythorpe,Village,England
Cayton,"Suburban Area",England
Ceallan,Village,Scotland
"Ceann Gheàrr Loch","Other Settlement",Scotland
"Ceann Hurnavay",Hamlet,Scotland
"Ceann Loch Gilb",Town,Scotland
"Ceann Loch Muideart","Other Settlement",Scotland
"Ceann Shìphoirt","Other Settlement",Scotland
"Ceann Tangabhal",Hamlet,Scotland
"Ceann Tragha",Hamlet,Scotland
"Ceann a Tuath Loch Baghasdail","Other Settlement",Scotland
"Ceann a-muigh Chuil","Suburban Area",Scotland
Ceann-na-Cleithe,"Other Settlement",Scotland
"Ceathramh Meadhanach","Suburban Area",Scotland
Cefn,Hamlet,Wales
Cefn,Village,Wales
Cefn,"Suburban Area",Wales
"Cefn Berain",Hamlet,Wales
"Cefn Canol",Hamlet,Wales
"Cefn Coch",Hamlet,Wales
"Cefn Cribwr",Village,Wales
"Cefn Côch","Other Settlement",Wales
"Cefn Einion",Hamlet,England
"Cefn Fforest","Suburban Area",Wales
"Cefn Glas","Suburban Area",Wales
"Cefn Golau","Suburban Area",Wales
"Cefn Hengoed","Suburban Area",Wales
"Cefn Llwyd",Hamlet,Wales
"Cefn Mawr",Hamlet,Wales
"Cefn Rhigos",Village,Wales
Cefn-brith,Hamlet,Wales
Cefn-bryn-brain,Village,Wales
Cefn-bychan,Village,Wales
Cefn-coed-y-cymmer,"Suburban Area",Wales
Cefn-ddwysarn,Hamlet,Wales
Cefn-gorwydd,Hamlet,Wales
Cefn-hengoed,"Suburban Area",Wales
Cefn-mawr,Village,Wales
Cefn-y-bedd,Village,Wales
Cefn-y-pant,Hamlet,Wales
Cefncaeau,"Suburban Area",Wales
Cefneithin,Village,Wales
Cefnpennar,"Suburban Area",Wales
Cegidfa,Village,Wales
Cei-bach,Hamlet,Wales
Ceidio,Hamlet,Wales
Ceidio,Hamlet,Wales
Ceint,Hamlet,Wales
Ceinws,Village,Wales
Cellan,Village,Wales
Cellarhead,"Suburban Area",England
"Celtic Lakes","Suburban Area",Wales
Celyn-Mali,Hamlet,Wales
Celynen,"Suburban Area",Wales
Cemaes,Village,Wales
Cemmaes,Village,Wales
Cenarth,Village,Wales
Cenin,Hamlet,Wales
Central,"Suburban Area",Scotland
Central,"Suburban Area",Wales
"Central Lydbrook","Suburban Area",England
"Central Milton Keynes","Suburban Area",England
"Central Parade","Other Settlement",England
Cerbid,"Other Settlement",Wales
Ceres,Village,Scotland
"Cerne Abbas",Village,England
"Cerney Wick",Village,England
Cerrigceinwen,Hamlet,Wales
Cerrigydrudion,Village,Wales
Cess,Hamlet,England
Cessford,Hamlet,Scotland
Cessnock,"Suburban Area",Scotland
Ceunant,Village,Wales
"Ceòs",Hamlet,Scotland
Chaceley,Hamlet,England
Chacewater,Village,England
Chackmore,Village,England
Chacombe,Village,England
Chadbury,Hamlet,England
Chadderton,Town,England
"Chadderton Fold",Village,England
"Chadderton Heights","Other Settlement",England
"Chadderton Park","Suburban Area",England
Chaddesden,"Suburban Area",England
"Chaddesley Corbett",Village,England
Chaddlewood,"Suburban Area",England
Chaddleworth,Village,England
Chadlington,Village,England
Chadshunt,Hamlet,England
Chadsmoor,"Suburban Area",England
Chadwell,Hamlet,England
Chadwell,Hamlet,England
"Chadwell Heath","Suburban Area",England
"Chadwell St Mary",Village,England
Chadwick,Village,England
"Chadwick End",Village,England
Chaffcombe,Village,England
"Chafford Hundred",Village,England
Chagford,Town,England
Chailey,Hamlet,England
Chainbridge,Hamlet,England
Chainhurst,Village,England
Chalbury,Hamlet,England
"Chalbury Common",Village,England
Chaldon,Village,England
"Chaldon Herring",Village,England
Chale,Village,England
"Chale Green",Village,England
"Chalfont Common","Suburban Area",England
"Chalfont St Giles",Village,England
"Chalfont St Peter",Village,England
Chalford,Village,England
Chalford,"Suburban Area",England
"Chalford Hill",Village,England
Chalgrave,Hamlet,England
Chalgrove,Village,England
Chalk,"Suburban Area",England
"Chalk End",Hamlet,England
"Chalk Hill",Hamlet,England
"Chalkhouse Green",Village,England
Chalkshire,Hamlet,England
Chalksole,"Other Settlement",England
"Chalksole Green",Hamlet,England
Chalkstone,"Suburban Area",England
Chalkwell,"Suburban Area",England
Chalkwell,"Suburban Area",England
Challaborough,Village,England
Challacombe,Hamlet,England
Challister,Hamlet,Scotland
Challoch,Hamlet,Scotland
Challock,Village,England
Chalmington,Hamlet,England
Chalton,Hamlet,England
Chalton,Village,England
Chalton,Hamlet,England
Chalvedon,"Suburban Area",England
Chalvey,"Suburban Area",England
Chalvington,Village,England
Chambercombe,Village,England
"Chambers' Green",Village,England
"Chance Inn",Hamlet,Scotland
"Chandler's Cross",Hamlet,England
"Chandler's Cross",Village,England
"Chandler's Ford","Other Settlement",England
"Channel's End",Hamlet,England
Channerwick,"Suburban Area",Scotland
Chantinghall,"Suburban Area",Scotland
Chantry,Village,England
Chantry,"Suburban Area",England
Chapel,"Suburban Area",England
Chapel,"Suburban Area",England
Chapel,Hamlet,Scotland
Chapel,"Suburban Area",Scotland
"Chapel Allerton","Suburban Area",England
"Chapel Allerton",Village,England
"Chapel Amble",Village,England
"Chapel Barton",Hamlet,England
"Chapel Brampton",Village,England
"Chapel Chorlton",Village,England
"Chapel Cleeve",Village,England
"Chapel Croft","Suburban Area",England
"Chapel Cross",Hamlet,England
"Chapel End",Hamlet,England
"Chapel End","Suburban Area",England
"Chapel End",Hamlet,England
"Chapel End","Suburban Area",England
"Chapel End",Hamlet,England
"Chapel End","Suburban Area",England
"Chapel End","Suburban Area",England
"Chapel End","Suburban Area",England
"Chapel End","Suburban Area",England
"Chapel Field","Suburban Area",England
"Chapel Fields","Suburban Area",England
"Chapel Fields","Suburban Area",England
"Chapel Fields","Suburban Area",England
"Chapel Green","Suburban Area",England
"Chapel Green","Suburban Area",England
"Chapel Green",Hamlet,England
"Chapel Green",Hamlet,England
"Chapel Green",Hamlet,England
"Chapel Haddlesey",Village,England
"Chapel Hill",Hamlet,England
"Chapel Hill",Village,England
"Chapel Hill",Hamlet,England
"Chapel Hill",Hamlet,Scotland
"Chapel Hill",Hamlet,Wales
"Chapel House","Suburban Area",England
"Chapel Knapp",Hamlet,England
"Chapel Lawn",Hamlet,England
"Chapel Milton",Hamlet,England
"Chapel Plaister",Hamlet,England
"Chapel Row",Village,England
"Chapel Row",Hamlet,England
"Chapel St Leonards",Village,England
"Chapel Stile",Village,England
"Chapel Town",Hamlet,England
"Chapel of Garioch",Village,Scotland
Chapel-en-le-Frith,Town,England
Chapel-le-Dale,"Other Settlement",England
Chapelburn,Hamlet,England
Chapelend,Hamlet,England
"Chapelfield Grove","Suburban Area",England
Chapelhall,Village,Scotland
Chapelhill,Hamlet,Scotland
Chapelhill,Hamlet,Scotland
Chapelknowe,Hamlet,Scotland
Chapels,Hamlet,England
Chapels,"Suburban Area",England
Chapelthorpe,Village,England
Chapelton,Hamlet,England
Chapelton,"Other Settlement",Scotland
Chapelton,Village,Scotland
Chapeltown,Village,England
Chapeltown,"Other Settlement",England
Chapeltown,"Other Settlement",Scotland
Chapleton,"Suburban Area",Scotland
"Chapman's Hill",Hamlet,England
"Chapman's Town",Hamlet,England
"Chapmans Well",Hamlet,England
Chapmanslade,Village,England
"Chapmore End",Village,England
Chappel,Village,England
Charcott,Village,England
Chard,Town,England
"Chard Junction","Suburban Area",England
"Chardleigh Green",Hamlet,England
Chardstock,Village,England
Charfield,Village,England
"Charfield Green","Suburban Area",England
Charford,"Suburban Area",England
Charing,Village,England
"Charing Cross","Suburban Area",Scotland
"Charing Heath",Village,England
"Charing Hill",Hamlet,England
Charingworth,Hamlet,England
Charlbury,Town,England
Charlcombe,Hamlet,England
